TRILHA,ANOTACAO,ARQUIVO
S,quando eu vim pra campinas,S_PBCP_2017FA+_MilenaP.eaf
S,eu me casei e já vim morar nesse bairro,S_PBCP_2017FA+_MilenaP.eaf
S,aí depois mudei pra outro bairro fiquei sete anos,S_PBCP_2017FA+_MilenaP.eaf
S,e faz doze anos que eu estou de volta,S_PBCP_2017FA+_MilenaP.eaf
D1,ah,S_PBCP_2017FA+_MilenaP.eaf
D1,doze anos total ou não só da parte de que você voltou,S_PBCP_2017FA+_MilenaP.eaf
S,só da da segunda parte,S_PBCP_2017FA+_MilenaP.eaf
D1,ahn e quanto tempo você ficou da outra vez aqui,S_PBCP_2017FA+_MilenaP.eaf
S,nossa,S_PBCP_2017FA+_MilenaP.eaf
S,agora você me pegou,S_PBCP_2017FA+_MilenaP.eaf
D1,foi bastante tempo,S_PBCP_2017FA+_MilenaP.eaf
S,foi bastante tempo,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,doze anos você já morou nesse bairro então,S_PBCP_2017FA+_MilenaP.eaf
S,já,S_PBCP_2017FA+_MilenaP.eaf
S,quando eu vim pra campinas,S_PBCP_2017FA+_MilenaP.eaf
S,eu me casei e já vim morar nesse bairro,S_PBCP_2017FA+_MilenaP.eaf
S,aí depois mudei pra outro bairro fiquei sete anos,S_PBCP_2017FA+_MilenaP.eaf
S,e faz doze anos que eu estou de volta,S_PBCP_2017FA+_MilenaP.eaf
D1,ah,S_PBCP_2017FA+_MilenaP.eaf
D1,doze anos total ou não só da parte de que você voltou,S_PBCP_2017FA+_MilenaP.eaf
S,só da da segunda parte,S_PBCP_2017FA+_MilenaP.eaf
D1,ahn e quanto tempo você ficou da outra vez aqui,S_PBCP_2017FA+_MilenaP.eaf
S,nossa,S_PBCP_2017FA+_MilenaP.eaf
S,agora você me pegou,S_PBCP_2017FA+_MilenaP.eaf
D1,foi bastante tempo,S_PBCP_2017FA+_MilenaP.eaf
S,foi bastante tempo,S_PBCP_2017FA+_MilenaP.eaf
S,ó eu me casei depois tive a minha filha,S_PBCP_2017FA+_MilenaP.eaf
S,quando eu mudei pro outro bairro,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,e você chegou a morar em algum outro lugar aqui ou outro bairro ou outra cidade aqui no estado de são paulo,S_PBCP_2017FA+_MilenaP.eaf
S,não,S_PBCP_2017FA+_MilenaP.eaf
S,eu já vim direto pra campinas,S_PBCP_2017FA+_MilenaP.eaf
D1,pra campinas aí você ficou esse tempo depois você foi pra outro bairro,S_PBCP_2017FA+_MilenaP.eaf
S,outro bairro,S_PBCP_2017FA+_MilenaP.eaf
D1,que bairro que era,S_PBCP_2017FA+_MilenaP.eaf
S,era o,S_PBCP_2017FA+_MilenaP.eaf
S,o vila padre manuel da nóbrega,S_PBCP_2017FA+_MilenaP.eaf
D1,ahn sei,S_PBCP_2017FA+_MilenaP.eaf
S,aí voltei pro campos eliseos de novo,S_PBCP_2017FA+_MilenaP.eaf
D1,teve que voltar né,S_PBCP_2017FA+_MilenaP.eaf
S,é tive que voltar,S_PBCP_2017FA+_MilenaP.eaf
D1,e você gosta de morar nessa região de campinas,S_PBCP_2017FA+_MilenaP.eaf
S,eu gosto,S_PBCP_2017FA+_MilenaP.eaf
D1,gosta por quê,S_PBCP_2017FA+_MilenaP.eaf
S,adoro,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,pra campinas aí você ficou esse tempo depois você foi pra outro bairro,S_PBCP_2017FA+_MilenaP.eaf
S,outro bairro,S_PBCP_2017FA+_MilenaP.eaf
D1,que bairro que era,S_PBCP_2017FA+_MilenaP.eaf
S,era o,S_PBCP_2017FA+_MilenaP.eaf
S,o vila padre manuel da nóbrega,S_PBCP_2017FA+_MilenaP.eaf
D1,ahn sei,S_PBCP_2017FA+_MilenaP.eaf
S,aí voltei pro campos eliseos de novo,S_PBCP_2017FA+_MilenaP.eaf
D1,teve que voltar né,S_PBCP_2017FA+_MilenaP.eaf
S,é tive que voltar,S_PBCP_2017FA+_MilenaP.eaf
D1,e você gosta de morar nessa região de campinas,S_PBCP_2017FA+_MilenaP.eaf
S,eu gosto,S_PBCP_2017FA+_MilenaP.eaf
D1,gosta por quê,S_PBCP_2017FA+_MilenaP.eaf
S,adoro,S_PBCP_2017FA+_MilenaP.eaf
S,eu acho aqui bem tranquilo,S_PBCP_2017FA+_MilenaP.eaf
D1,aham,S_PBCP_2017FA+_MilenaP.eaf
S,o bairro assim bem tranquilo né,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,que bairro que era,S_PBCP_2017FA+_MilenaP.eaf
S,era o,S_PBCP_2017FA+_MilenaP.eaf
S,o vila padre manuel da nóbrega,S_PBCP_2017FA+_MilenaP.eaf
D1,ahn sei,S_PBCP_2017FA+_MilenaP.eaf
S,aí voltei pro campos eliseos de novo,S_PBCP_2017FA+_MilenaP.eaf
D1,teve que voltar né,S_PBCP_2017FA+_MilenaP.eaf
S,é tive que voltar,S_PBCP_2017FA+_MilenaP.eaf
D1,e você gosta de morar nessa região de campinas,S_PBCP_2017FA+_MilenaP.eaf
S,eu gosto,S_PBCP_2017FA+_MilenaP.eaf
D1,gosta por quê,S_PBCP_2017FA+_MilenaP.eaf
S,adoro,S_PBCP_2017FA+_MilenaP.eaf
S,eu acho aqui bem tranquilo,S_PBCP_2017FA+_MilenaP.eaf
D1,aham,S_PBCP_2017FA+_MilenaP.eaf
S,o bairro assim bem tranquilo né,S_PBCP_2017FA+_MilenaP.eaf
S,apesar que hoje em dia nenhum lugar está tranquilo,S_PBCP_2017FA+_MilenaP.eaf
S,mas eu gosto eu gosto daqui,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,e por que que que você escolheu morar nesse bairro,S_PBCP_2017FA+_MilenaP.eaf
S,na verdade quando eu me casei,S_PBCP_2017FA+_MilenaP.eaf
S,o meu marido morava nesse bairro,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,e aqui eu conhecia já muita gente já,S_PBCP_2017FA+_MilenaP.eaf
S,trabalho ele trabalhava em um supermecado aqui então era tudo bem próximo,S_PBCP_2017FA+_MilenaP.eaf
S,e aqui,S_PBCP_2017FA+_MilenaP.eaf
S,acostumei acabei ficando,S_PBCP_2017FA+_MilenaP.eaf
D1,e de quando você chegou,S_PBCP_2017FA+_MilenaP.eaf
D1,esse bairro você acha que ele mudou bastante de quando você chegou ou está a mesma coisa,S_PBCP_2017FA+_MilenaP.eaf
S,pra mim está a mesma coisa viu,S_PBCP_2017FA+_MilenaP.eaf
S,não evoluiu não,S_PBCP_2017FA+_MilenaP.eaf
D1,está tudo igual,S_PBCP_2017FA+_MilenaP.eaf
S,está tudo igual,S_PBCP_2017FA+_MilenaP.eaf
D1,e aqui você conhece os seus vizinhos,S_PBCP_2017FA+_MilenaP.eaf
S,conheço alguns,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,esse bairro você acha que ele mudou bastante de quando você chegou ou está a mesma coisa,S_PBCP_2017FA+_MilenaP.eaf
S,pra mim está a mesma coisa viu,S_PBCP_2017FA+_MilenaP.eaf
S,não evoluiu não,S_PBCP_2017FA+_MilenaP.eaf
D1,está tudo igual,S_PBCP_2017FA+_MilenaP.eaf
S,está tudo igual,S_PBCP_2017FA+_MilenaP.eaf
D1,e aqui você conhece os seus vizinhos,S_PBCP_2017FA+_MilenaP.eaf
S,conheço alguns,S_PBCP_2017FA+_MilenaP.eaf
D1,aham,S_PBCP_2017FA+_MilenaP.eaf
S,mas não sou assim de de,S_PBCP_2017FA+_MilenaP.eaf
S,conversar muito de ficar eu conheço de oi oi tudo bem,S_PBCP_2017FA+_MilenaP.eaf
S,alguns eu conheço assim mais,S_PBCP_2017FA+_MilenaP.eaf
S,tenho um pouco mais de intimidade mas não,S_PBCP_2017FA+_MilenaP.eaf
S,não de ficar frequentando a casa deles xxx,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
D1,e o que que você acha que esse bairro aqui tem de diferente dos outros bairros de campinas,S_PBCP_2017FA+_MilenaP.eaf
S,olha de diferente,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,e o que que você acha que esse bairro aqui tem de diferente dos outros bairros de campinas,S_PBCP_2017FA+_MilenaP.eaf
S,olha de diferente,S_PBCP_2017FA+_MilenaP.eaf
S,do bairro que eu morava,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,era um bairro mais movimentado,S_PBCP_2017FA+_MilenaP.eaf
S,então tinha uma rua de comércio,S_PBCP_2017FA+_MilenaP.eaf
S,tudo que você precisasse tinha,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,esse bairro aqui já não tem,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,é tudo fica tudo longe supermecado é longe,S_PBCP_2017FA+_MilenaP.eaf
S,porque antes tinha um supermecado aí né como faliu agora,S_PBCP_2017FA+_MilenaP.eaf
S,eh padaria é longe farmácia é longe,S_PBCP_2017FA+_MilenaP.eaf
S,tudo é mais distante,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,do bairro que eu morava o outro,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,e bom eh você costuma você sabe se aqui costuma haver festa de bairro,S_PBCP_2017FA+_MilenaP.eaf
S,tem festa da paróquia,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,todo ano tem,S_PBCP_2017FA+_MilenaP.eaf
D1,da igreja aqui xxx,S_PBCP_2017FA+_MilenaP.eaf
S,isso é,S_PBCP_2017FA+_MilenaP.eaf
S,a igreja sl,S_PBCP_2017FA+_MilenaP.eaf
S,que é a festa julina que eles fazem todo o ano,S_PBCP_2017FA+_MilenaP.eaf
S,ah tem chá beneficiente tem bazar,S_PBCP_2017FA+_MilenaP.eaf
S,só que eu não sou muito de frequentar não,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
D1,e tem algum outro lugar que as pessoas do bairro costumam se reunir aqui,S_PBCP_2017FA+_MilenaP.eaf
S,tem a sede do bairro,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,que fica aqui na mogi mirim,S_PBCP_2017FA+_MilenaP.eaf
S,só que eu também não sou frequentadora,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,e tem algum outro lugar que as pessoas do bairro costumam se reunir aqui,S_PBCP_2017FA+_MilenaP.eaf
S,tem a sede do bairro,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,que fica aqui na mogi mirim,S_PBCP_2017FA+_MilenaP.eaf
S,só que eu também não sou frequentadora,S_PBCP_2017FA+_MilenaP.eaf
D1,não gosta de sair,S_PBCP_2017FA+_MilenaP.eaf
S,eh não na verdade eu até gosto mas devido meu trabalho,S_PBCP_2017FA+_MilenaP.eaf
S,pode ficar a vontade,S_PBCP_2017FA+_MilenaP.eaf
S,oi,S_PBCP_2017FA+_MilenaP.eaf
S,foi,S_PBCP_2017FA+_MilenaP.eaf
S,só,S_PBCP_2017FA+_MilenaP.eaf
S,só é só um mesmo,S_PBCP_2017FA+_MilenaP.eaf
S,xxx,S_PBCP_2017FA+_MilenaP.eaf
S,isso é que eu tenho uma encomenda pra amanhã cedo,S_PBCP_2017FA+_MilenaP.eaf
S,e eu precisava,S_PBCP_2017FA+_MilenaP.eaf
S,deu deu deu certo,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,e tem algum outro bairro de campinas que você gostaria de se mudar,S_PBCP_2017FA+_MilenaP.eaf
D1,por alguma coisa assim especial,S_PBCP_2017FA+_MilenaP.eaf
S,não nunca nunca me ocorreu assim,S_PBCP_2017FA+_MilenaP.eaf
S,mudar,S_PBCP_2017FA+_MilenaP.eaf
D1,algum outro bairro que você fala ah que bairro bonito eu gostaria de morar aqui,S_PBCP_2017FA+_MilenaP.eaf
S,ah tem muitos bairro bonito aqui né,S_PBCP_2017FA+_MilenaP.eaf
D1,tem,S_PBCP_2017FA+_MilenaP.eaf
S,taquaral por exemplo,S_PBCP_2017FA+_MilenaP.eaf
S,é um,S_PBCP_2017FA+_MilenaP.eaf
S,lindo,S_PBCP_2017FA+_MilenaP.eaf
S,mas assim nunca me ocorreu assim de,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,mesmo porque o custo de vida lá eu acho que é bem maior que aqui não,S_PBCP_2017FA+_MilenaP.eaf
D1,aham,S_PBCP_2017FA+_MilenaP.eaf
S,com certeza é né então,S_PBCP_2017FA+_MilenaP.eaf
S,pra mim não dá,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,algum outro bairro que você fala ah que bairro bonito eu gostaria de morar aqui,S_PBCP_2017FA+_MilenaP.eaf
S,ah tem muitos bairro bonito aqui né,S_PBCP_2017FA+_MilenaP.eaf
D1,tem,S_PBCP_2017FA+_MilenaP.eaf
S,taquaral por exemplo,S_PBCP_2017FA+_MilenaP.eaf
S,é um,S_PBCP_2017FA+_MilenaP.eaf
S,lindo,S_PBCP_2017FA+_MilenaP.eaf
S,mas assim nunca me ocorreu assim de,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,mesmo porque o custo de vida lá eu acho que é bem maior que aqui não,S_PBCP_2017FA+_MilenaP.eaf
D1,aham,S_PBCP_2017FA+_MilenaP.eaf
S,com certeza é né então,S_PBCP_2017FA+_MilenaP.eaf
S,pra mim não dá,S_PBCP_2017FA+_MilenaP.eaf
D1,e como que foi a sua infância lá na paraíba,S_PBCP_2017FA+_MilenaP.eaf
D1,me conta um pouco,S_PBCP_2017FA+_MilenaP.eaf
S,ah foi uma infância foi bem tranquila,S_PBCP_2017FA+_MilenaP.eaf
S,como naquela época né,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,e você faz foi pra escola lá no mesmo bairro,S_PBCP_2017FA+_MilenaP.eaf
S,sim eh na verdade a cidade era tão pequena que só tinha uma escola,S_PBCP_2017FA+_MilenaP.eaf
D1,aham,S_PBCP_2017FA+_MilenaP.eaf
S,então era a única escola e era a escola que todos da cidade frequentavam,S_PBCP_2017FA+_MilenaP.eaf
D1,e como que era a escola você gostava,S_PBCP_2017FA+_MilenaP.eaf
S,eu gostava,S_PBCP_2017FA+_MilenaP.eaf
D1,é,S_PBCP_2017FA+_MilenaP.eaf
S,eu gostava era mui,S_PBCP_2017FA+_MilenaP.eaf
S,xxx aí tinha na verdade,S_PBCP_2017FA+_MilenaP.eaf
S,tinha a escola né que era até a quarta série,S_PBCP_2017FA+_MilenaP.eaf
S,e depois tinha uma outra que era o colégio né,S_PBCP_2017FA+_MilenaP.eaf
D1,aham,S_PBCP_2017FA+_MilenaP.eaf
S,que era da quinta até o segundo ano,S_PBCP_2017FA+_MilenaP.eaf
D1,ah já ia fazer tudo,S_PBCP_2017FA+_MilenaP.eaf
S,é já fazia isso já,S_PBCP_2017FA+_MilenaP.eaf
D1,até o colegial,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,os migrantes se concentram algum bairro específico de campinas,S_PBCP_2017FA+_MilenaP.eaf
S,não,S_PBCP_2017FA+_MilenaP.eaf
D1,não,S_PBCP_2017FA+_MilenaP.eaf
S,não sei,S_PBCP_2017FA+_MilenaP.eaf
D1,você acha que está bem espalhado isso,S_PBCP_2017FA+_MilenaP.eaf
S,eu acho que está bem espalhado sim,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
D1,e,S_PBCP_2017FA+_MilenaP.eaf
D1,eh dentro de campinas você consegue identificar se alguma pessoa se uma pessoa por exemplo é de algum bairro específico,S_PBCP_2017FA+_MilenaP.eaf
D1,se você acha que tem alguma diferença ah o pessoal do bairro x fala mais assim,S_PBCP_2017FA+_MilenaP.eaf
S,não,S_PBCP_2017FA+_MilenaP.eaf
D1,mas o centro fala mais assim,S_PBCP_2017FA+_MilenaP.eaf
S,não,S_PBCP_2017FA+_MilenaP.eaf
D1,não percebe diferença não,S_PBCP_2017FA+_MilenaP.eaf
S,não percebo,S_PBCP_2017FA+_MilenaP.eaf
D1,tá,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,eh dentro de campinas você consegue identificar se alguma pessoa se uma pessoa por exemplo é de algum bairro específico,S_PBCP_2017FA+_MilenaP.eaf
D1,se você acha que tem alguma diferença ah o pessoal do bairro x fala mais assim,S_PBCP_2017FA+_MilenaP.eaf
S,não,S_PBCP_2017FA+_MilenaP.eaf
D1,mas o centro fala mais assim,S_PBCP_2017FA+_MilenaP.eaf
S,não,S_PBCP_2017FA+_MilenaP.eaf
D1,não percebe diferença não,S_PBCP_2017FA+_MilenaP.eaf
S,não percebo,S_PBCP_2017FA+_MilenaP.eaf
D1,tá,S_PBCP_2017FA+_MilenaP.eaf
D1,e vou te dar agora m uma lista de palavras essas daqui,S_PBCP_2017FA+_MilenaP.eaf
D1,pra você ler,S_PBCP_2017FA+_MilenaP.eaf
D1,você pode ler pra você primeiro se você quiser ou você já pode começar lendo pra mim direto,S_PBCP_2017FA+_MilenaP.eaf
D1,você pode dar uma olhada está bom,S_PBCP_2017FA+_MilenaP.eaf
S,tá aí eu te eu tenho que ler todas essas palavras e ir falando pra você,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,abajur,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FA+_MilenaP.eaf,,
--- Trecho ---,,
D1,se você acha que tem alguma diferença ah o pessoal do bairro x fala mais assim,S_PBCP_2017FA+_MilenaP.eaf
S,não,S_PBCP_2017FA+_MilenaP.eaf
D1,mas o centro fala mais assim,S_PBCP_2017FA+_MilenaP.eaf
S,não,S_PBCP_2017FA+_MilenaP.eaf
D1,não percebe diferença não,S_PBCP_2017FA+_MilenaP.eaf
S,não percebo,S_PBCP_2017FA+_MilenaP.eaf
D1,tá,S_PBCP_2017FA+_MilenaP.eaf
D1,e vou te dar agora m uma lista de palavras essas daqui,S_PBCP_2017FA+_MilenaP.eaf
D1,pra você ler,S_PBCP_2017FA+_MilenaP.eaf
D1,você pode ler pra você primeiro se você quiser ou você já pode começar lendo pra mim direto,S_PBCP_2017FA+_MilenaP.eaf
D1,você pode dar uma olhada está bom,S_PBCP_2017FA+_MilenaP.eaf
S,tá aí eu te eu tenho que ler todas essas palavras e ir falando pra você,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
D1,uhum,S_PBCP_2017FA+_MilenaP.eaf
S,abajur,S_PBCP_2017FA+_MilenaP.eaf
S,açúcar,S_PBCP_2017FA+_MilenaP.eaf
,,
### Arquivo: S_PBCP_2017FB+_MarisaR.eaf,,
--- Trecho ---,,
D1,quanto tempo você mora aqui nesse bairro,S_PBCP_2017FB+_MarisaR.eaf
S,nesse bairro eh vinte anos,S_PBCP_2017FB+_MarisaR.eaf
D1,vinte já,S_PBCP_2017FB+_MarisaR.eaf
S,uhum,S_PBCP_2017FB+_MarisaR.eaf
D1,e você gosta de morar aqui nessa região de paulínia,S_PBCP_2017FB+_MarisaR.eaf
S,eu gosto,S_PBCP_2017FB+_MarisaR.eaf
D1,é por que que você gosta,S_PBCP_2017FB+_MarisaR.eaf
S,eh eu saí da minha terra já vim direto pra cá né,S_PBCP_2017FB+_MarisaR.eaf
D1,aham,S_PBCP_2017FB+_MarisaR.eaf
S,então eu só conheço aqui,S_PBCP_2017FB+_MarisaR.eaf
D1,ah você veio pra esse bairro já,S_PBCP_2017FB+_MarisaR.eaf
S,pra,S_PBCP_2017FB+_MarisaR.eaf
S,não,S_PBCP_2017FB+_MarisaR.eaf
S,pro bairro não eu vim lá pro centro,S_PBCP_2017FB+_MarisaR.eaf
S,de paulínia né eu morei lá na,S_PBCP_2017FB+_MarisaR.eaf
D1,aham,S_PBCP_2017FB+_MarisaR.eaf
,,
### Arquivo: S_PBCP_2017FB+_MarisaR.eaf,,
--- Trecho ---,,
D1,ah você veio pra esse bairro já,S_PBCP_2017FB+_MarisaR.eaf
S,pra,S_PBCP_2017FB+_MarisaR.eaf
S,não,S_PBCP_2017FB+_MarisaR.eaf
S,pro bairro não eu vim lá pro centro,S_PBCP_2017FB+_MarisaR.eaf
S,de paulínia né eu morei lá na,S_PBCP_2017FB+_MarisaR.eaf
D1,aham,S_PBCP_2017FB+_MarisaR.eaf
S,santa cecília depois eu fui pra bressane aí depois eu vim pra cá,S_PBCP_2017FB+_MarisaR.eaf
D1,ah entendi,S_PBCP_2017FB+_MarisaR.eaf
D1,lá na santa cecília você morou quanto tempo,S_PBCP_2017FB+_MarisaR.eaf
S,seis meses,S_PBCP_2017FB+_MarisaR.eaf
D1,e depois na bressani você morou,S_PBCP_2017FB+_MarisaR.eaf
S,acho que eu morei uns,S_PBCP_2017FB+_MarisaR.eaf
S,cinco ano,S_PBCP_2017FB+_MarisaR.eaf
S,uhum,S_PBCP_2017FB+_MarisaR.eaf
D1,e aí desde então a senhora está aqui,S_PBCP_2017FB+_MarisaR.eaf
S,é,S_PBCP_2017FB+_MarisaR.eaf
,,
### Arquivo: S_PBCP_2017FB+_MarisaR.eaf,,
--- Trecho ---,,
D1,e por que que você escolheu morar aqui nesse bairro,S_PBCP_2017FB+_MarisaR.eaf
S,ah porque foi quando eu consegui comprar o terreno né era aqui que tinha a gente comprou aí veio pra aqui,S_PBCP_2017FB+_MarisaR.eaf
D1,foi,S_PBCP_2017FB+_MarisaR.eaf
D1,entendi você comprou aqui e já veio pra cá,S_PBCP_2017FB+_MarisaR.eaf
S,foi aham,S_PBCP_2017FB+_MarisaR.eaf
D1,entendi,S_PBCP_2017FB+_MarisaR.eaf
D1,e você aqui você conhece seus vizinhos,S_PBCP_2017FB+_MarisaR.eaf
S,conheço,S_PBCP_2017FB+_MarisaR.eaf
D1,você tem amizade com eles,S_PBCP_2017FB+_MarisaR.eaf
S,tenho,S_PBCP_2017FB+_MarisaR.eaf
S,aham,S_PBCP_2017FB+_MarisaR.eaf
D1,bastante,S_PBCP_2017FB+_MarisaR.eaf
S,bastante conheço tudinho,S_PBCP_2017FB+_MarisaR.eaf
D1,que bom né,S_PBCP_2017FB+_MarisaR.eaf
D1,e que que você acha que esse bairro aqui tem de diferente dos outros bairros de paulínia,S_PBCP_2017FB+_MarisaR.eaf
S,ixe de diferente,S_PBCP_2017FB+_MarisaR.eaf
,,
### Arquivo: S_PBCP_2017FB+_MarisaR.eaf,,
--- Trecho ---,,
D1,e que que você acha que esse bairro aqui tem de diferente dos outros bairros de paulínia,S_PBCP_2017FB+_MarisaR.eaf
S,ixe de diferente,S_PBCP_2017FB+_MarisaR.eaf
D1,alguma coisa que você fala que você não encontra em outro bairro ou que você fala assim ai o isso aqui eu tenho no meu bairro,S_PBCP_2017FB+_MarisaR.eaf
S,é a tranquilidade mesmo né não tem casa em frente é um sossego só você vê aquela matinha ali né,S_PBCP_2017FB+_MarisaR.eaf
D1,é verdade né,S_PBCP_2017FB+_MarisaR.eaf
S,não tem vizinho em frente é maravilhoso,S_PBCP_2017FB+_MarisaR.eaf
D1,está ótimo,S_PBCP_2017FB+_MarisaR.eaf
D1,e você sabe se aqui no bairro costuma haver festa de bairro assim,S_PBCP_2017FB+_MarisaR.eaf
S,tem no são joão sabe tem,S_PBCP_2017FB+_MarisaR.eaf
D1,é festa de são joão mesmo,S_PBCP_2017FB+_MarisaR.eaf
S,isso aham,S_PBCP_2017FB+_MarisaR.eaf
D1,e tem alguma coisa pras crianças,S_PBCP_2017FB+_MarisaR.eaf
D1,dia das crianças,S_PBCP_2017FB+_MarisaR.eaf
S,tem aqui atrás elas fazem festinha de criança como,S_PBCP_2017FB+_MarisaR.eaf
S,cosmo cosme e damião né elas fazem,S_PBCP_2017FB+_MarisaR.eaf
D1,uhum,S_PBCP_2017FB+_MarisaR.eaf
,,
### Arquivo: S_PBCP_2017FB+_MarisaR.eaf,,
--- Trecho ---,,
D1,alguma coisa que você fala que você não encontra em outro bairro ou que você fala assim ai o isso aqui eu tenho no meu bairro,S_PBCP_2017FB+_MarisaR.eaf
S,é a tranquilidade mesmo né não tem casa em frente é um sossego só você vê aquela matinha ali né,S_PBCP_2017FB+_MarisaR.eaf
D1,é verdade né,S_PBCP_2017FB+_MarisaR.eaf
S,não tem vizinho em frente é maravilhoso,S_PBCP_2017FB+_MarisaR.eaf
D1,está ótimo,S_PBCP_2017FB+_MarisaR.eaf
D1,e você sabe se aqui no bairro costuma haver festa de bairro assim,S_PBCP_2017FB+_MarisaR.eaf
S,tem no são joão sabe tem,S_PBCP_2017FB+_MarisaR.eaf
D1,é festa de são joão mesmo,S_PBCP_2017FB+_MarisaR.eaf
S,isso aham,S_PBCP_2017FB+_MarisaR.eaf
D1,e tem alguma coisa pras crianças,S_PBCP_2017FB+_MarisaR.eaf
D1,dia das crianças,S_PBCP_2017FB+_MarisaR.eaf
S,tem aqui atrás elas fazem festinha de criança como,S_PBCP_2017FB+_MarisaR.eaf
S,cosmo cosme e damião né elas fazem,S_PBCP_2017FB+_MarisaR.eaf
D1,uhum,S_PBCP_2017FB+_MarisaR.eaf
S,uhum,S_PBCP_2017FB+_MarisaR.eaf
D1,entendi,S_PBCP_2017FB+_MarisaR.eaf
,,
### Arquivo: S_PBCP_2017FB+_MarisaR.eaf,,
--- Trecho ---,,
D1,e você sabe se aqui no bairro costuma haver festa de bairro assim,S_PBCP_2017FB+_MarisaR.eaf
S,tem no são joão sabe tem,S_PBCP_2017FB+_MarisaR.eaf
D1,é festa de são joão mesmo,S_PBCP_2017FB+_MarisaR.eaf
S,isso aham,S_PBCP_2017FB+_MarisaR.eaf
D1,e tem alguma coisa pras crianças,S_PBCP_2017FB+_MarisaR.eaf
D1,dia das crianças,S_PBCP_2017FB+_MarisaR.eaf
S,tem aqui atrás elas fazem festinha de criança como,S_PBCP_2017FB+_MarisaR.eaf
S,cosmo cosme e damião né elas fazem,S_PBCP_2017FB+_MarisaR.eaf
D1,uhum,S_PBCP_2017FB+_MarisaR.eaf
S,uhum,S_PBCP_2017FB+_MarisaR.eaf
D1,entendi,S_PBCP_2017FB+_MarisaR.eaf
